Date,Close
2010-05-17,11.61
2010-05-18,11.885
2010-05-19,11.661
2010-05-20,11.5999
2010-05-21,12.3
2010-05-24,12.5
2010-05-25,12.1479
2010-05-26,11.82
2010-05-27,12.77
2010-05-28,12.28
2010-06-01,11.7099
2010-06-02,11.697
2010-06-03,11.0
2010-06-04,9.8699
2010-06-07,9.55
2010-06-08,10.51
2010-06-09,10.39
2010-06-10,10.8
2010-06-11,10.9
2010-06-14,11.25
2010-06-15,11.88
2010-06-16,11.486
2010-06-17,10.87
2010-06-18,10.66
2010-06-21,10.9
2010-06-22,11.02
2010-06-23,11.09
2010-06-24,11.5605
2010-06-25,11.9599
2010-06-28,11.92
2010-06-29,10.76
2010-06-30,10.765
2010-07-01,10.74
2010-07-02,11.07
2010-07-06,11.38
2010-07-07,11.59
2010-07-08,11.65
2010-07-09,11.75
2010-07-12,11.39
2010-07-13,11.5
2010-07-14,11.31
2010-07-15,11.53
2010-07-16,10.936
2010-07-19,11.12
2010-07-20,11.5197
2010-07-21,11.72
2010-07-22,12.2983
2010-07-23,12.29
2010-07-26,12.69
2010-07-27,12.37
2010-07-28,12.68
2010-07-29,13.02
2010-07-30,13.43
2010-08-02,14.34
2010-08-03,13.99
2010-08-04,14.31
2010-08-05,13.98
2010-08-06,14.27
2010-08-09,14.26
2010-08-10,13.88
2010-08-11,13.25
2010-08-12,13.411
2010-08-13,13.21
2010-08-16,13.35
2010-08-17,13.83
2010-08-18,13.825
2010-08-19,13.446
2010-08-20,13.02
2010-08-23,12.9
2010-08-24,12.46
2010-08-25,12.39
2010-08-26,12.87
2010-08-27,13.48
2010-08-30,13.6
2010-08-31,13.25
2010-09-01,14.09
2010-09-02,14.31
2010-09-03,14.39
2010-09-07,14.4
2010-09-08,14.66
2010-09-09,13.9
2010-09-10,13.73
2010-09-13,14.25
2010-09-14,14.2
2010-09-15,14.18
2010-09-16,14.33
2010-09-17,14.48
2010-09-20,14.68
2010-09-21,14.31
2010-09-22,15.12
2010-09-23,15.37
2010-09-24,15.78
2010-09-27,15.28
2010-09-28,15.669
2010-09-29,15.79
2010-09-30,15.721
2010-10-01,16.059998999999998
2010-10-04,15.92
2010-10-05,16.6
2010-10-06,16.6
2010-10-07,15.8
2010-10-08,16.756001
2010-10-11,16.809998999999998
2010-10-12,17.040001
2010-10-13,17.209999
2010-10-14,16.98
2010-10-15,17.041901
2010-10-18,17.540001
2010-10-19,16.334999
2010-10-20,17.059998999999998
2010-10-21,17.030001000000002
2010-10-22,17.549999
2010-10-25,17.809998999999998
2010-10-26,18.23
2010-10-27,17.190001000000002
2010-10-28,17.200001
2010-10-29,16.92
2010-11-01,17.131001
2010-11-02,17.639999
2010-11-03,17.549999
2010-11-04,18.41
2010-11-05,18.540001
2010-11-08,18.25
2010-11-09,18.67
2010-11-10,18.58
2010-11-11,18.889999
2010-11-12,17.1499
2010-11-15,17.040001
2010-11-16,15.0
2010-11-17,14.95
2010-11-18,16.0
2010-11-19,15.614
2010-11-22,15.53
2010-11-23,14.86
2010-11-24,15.2
2010-11-26,15.11
2010-11-29,15.09
2010-11-30,15.19
2010-12-01,16.23
2010-12-02,16.611
2010-12-03,16.530001000000002
2010-12-06,16.41
2010-12-07,16.51
2010-12-08,17.27
2010-12-09,16.82
2010-12-10,16.879998999999998
2010-12-13,17.559998999999998
2010-12-14,17.5016
2010-12-15,16.66
2010-12-16,16.65
2010-12-17,17.24
2010-12-20,17.49
2010-12-21,18.174
2010-12-22,18.32
2010-12-23,17.8899
2010-12-27,18.155001000000002
2010-12-28,18.51
2010-12-29,18.639999
2010-12-30,18.780001000000002
2010-12-31,19.274
2011-01-03,19.309998999999998
2011-01-04,19.16
2011-01-05,19.26
2011-01-06,19.059998999999998
2011-01-07,18.809998999999998
2011-01-10,18.549999
2011-01-11,18.940001000000002
2011-01-12,19.52
2011-01-13,18.93
2011-01-14,19.370001000000002
2011-01-18,19.1
2011-01-19,18.43
2011-01-20,17.68
2011-01-21,18.0
2011-01-24,17.8799
2011-01-25,17.190001000000002
2011-01-26,17.74
2011-01-27,17.815001000000002
2011-01-28,18.492001000000002
2011-01-31,19.35
2011-02-01,20.118099
2011-02-02,20.033001000000002
2011-02-03,20.07
2011-02-04,20.246
2011-02-07,20.08
2011-02-08,20.709999
2011-02-09,19.959999
2011-02-10,19.983999
2011-02-11,19.940001000000002
2011-02-14,20.422001
2011-02-15,19.74
2011-02-16,20.01
2011-02-17,20.35
2011-02-18,20.51
2011-02-22,19.190001000000002
2011-02-23,19.59
2011-02-24,19.66
2011-02-25,20.230101
2011-02-28,20.629998999999998
2011-03-01,20.48
2011-03-02,20.4701
2011-03-03,20.620001000000002
2011-03-04,20.41
2011-03-07,19.58
2011-03-08,19.469998999999998
2011-03-09,18.41
2011-03-10,18.395
2011-03-11,18.469998999999998
2011-03-14,18.650101
2011-03-15,18.1
2011-03-16,17.870001000000002
2011-03-17,18.950001
2011-03-18,19.09
2011-03-21,18.690001000000002
2011-03-22,19.040001
2011-03-23,20.09
2011-03-24,20.1
2011-03-25,19.85
2011-03-28,19.25
2011-03-29,19.610001
2011-03-30,19.1129
2011-03-31,19.34
2011-04-01,19.280001000000002
2011-04-04,19.549999
2011-04-05,19.212
2011-04-06,20.129998999999998
2011-04-07,20.448999
2011-04-08,21.200001
2011-04-11,20.750099
2011-04-12,20.198
2011-04-13,19.6
2011-04-14,19.66
2011-04-15,19.6
2011-04-18,19.23
2011-04-19,19.430099
2011-04-20,19.92
2011-04-21,20.16
2011-04-25,19.590401
2011-04-26,19.5301
2011-04-27,19.200001
2011-04-28,19.290001
2011-04-29,18.780001000000002
2011-05-02,18.610001
2011-05-03,19.1901
2011-05-04,18.440001000000002
2011-05-05,17.118999
2011-05-06,17.15
2011-05-09,17.73
2011-05-10,17.719998999999998
2011-05-11,16.769899
2011-05-12,17.219998999999998
2011-05-13,17.129998999999998
2011-05-16,16.799999
2011-05-17,16.799999
2011-05-18,17.33
2011-05-19,16.76
2011-05-20,16.98
2011-05-23,16.257998999999998
2011-05-24,16.860001
2011-05-25,17.549999
2011-05-26,17.809998999999998
2011-05-27,18.360001
2011-05-31,18.549999
2011-06-01,17.879998999999998
2011-06-02,17.908001000000002
2011-06-03,18.23
2011-06-06,18.190001000000002
2011-06-07,18.572001
2011-06-08,18.43
2011-06-09,18.35
2011-06-10,17.74
2011-06-13,17.450001
2011-06-14,18.309998999999998
2011-06-15,17.660101
2011-06-16,17.559998999999998
2011-06-17,17.24
2011-06-20,17.0
2011-06-21,17.360001
2011-06-22,17.476
2011-06-23,17.33
2011-06-24,17.33
2011-06-27,17.41
2011-06-28,17.51
2011-06-29,18.09
2011-06-30,18.4
2011-07-01,18.4501
2011-07-05,19.0
2011-07-06,18.83
2011-07-07,19.43
2011-07-08,18.85
2011-07-11,18.219998999999998
2011-07-12,18.6
2011-07-13,18.854
2011-07-14,18.73
2011-07-15,18.780001000000002
2011-07-18,19.07
2011-07-19,19.76
2011-07-20,19.42
2011-07-21,19.309998999999998
2011-07-22,19.73
2011-07-25,19.76
2011-07-26,20.4
2011-07-27,20.209999
2011-07-28,20.370001000000002
2011-07-29,20.242901
2011-08-01,19.66
2011-08-02,19.299999
2011-08-03,18.690001000000002
2011-08-04,17.83
2011-08-05,16.705
2011-08-08,15.21
2011-08-09,16.16
2011-08-10,15.14
2011-08-11,16.440001000000002
2011-08-12,15.97
2011-08-15,16.049999
2011-08-16,15.82
2011-08-17,16.26
2011-08-18,15.32
2011-08-19,15.7501
2011-08-22,15.26
2011-08-23,16.037001
2011-08-24,15.71
2011-08-25,16.35
2011-08-26,16.469998999999998
2011-08-29,16.379998999999998
2011-08-30,17.059998999999998
2011-08-31,17.469998999999998
2011-09-01,16.868
2011-09-02,16.577999
2011-09-06,16.24
2011-09-07,16.65
2011-09-08,16.719998999999998
2011-09-09,15.8399
2011-09-12,15.99
2011-09-13,15.782
2011-09-14,15.4299
2011-09-15,15.68
2011-09-16,15.574
2011-09-19,14.77
2011-09-20,14.2
2011-09-21,14.069
2011-09-22,12.57
2011-09-23,11.83
2011-09-26,11.82
2011-09-27,12.48
2011-09-28,11.26
2011-09-29,11.89
2011-09-30,10.786
2011-10-03,10.96
2011-10-04,11.116
2011-10-05,11.08
2011-10-06,11.54
2011-10-07,11.51
2011-10-10,11.926
2011-10-11,11.65
2011-10-12,11.96
2011-10-13,11.68
2011-10-14,11.96
2011-10-17,11.5
2011-10-18,11.62
2011-10-19,10.85
2011-10-20,10.14
2011-10-21,10.9
2011-10-24,11.801
2011-10-25,11.5999
2011-10-26,11.95
2011-10-27,12.77
2011-10-28,12.88
2011-10-31,12.6999
2011-11-01,11.754
2011-11-02,11.97
2011-11-03,12.0
2011-11-04,12.089
2011-11-07,12.03
2011-11-08,12.0534
2011-11-09,11.5128
2011-11-10,11.2
2011-11-11,11.78
2011-11-14,11.8444
2011-11-15,11.66
2011-11-16,11.65
2011-11-17,11.0
2011-11-18,11.376
2011-11-21,10.95
2011-11-22,11.04
2011-11-23,10.5101
2011-11-25,10.419
2011-11-28,10.92
2011-11-29,10.92
2011-11-30,12.379
2011-12-01,12.1312
2011-12-02,12.3248
2011-12-05,11.86
2011-12-06,12.016
2011-12-07,11.916
2011-12-08,11.41
2011-12-09,11.77
2011-12-12,11.07124
2011-12-13,10.65
2011-12-14,10.25
2011-12-15,10.081
2011-12-16,10.56
2011-12-19,10.1
2011-12-20,10.5
2011-12-21,10.54
2011-12-22,10.64
2011-12-23,10.76
2011-12-27,10.71
2011-12-28,10.238
2011-12-29,10.29
2011-12-30,10.47
2012-01-03,11.1886
2012-01-04,10.97
2012-01-05,10.58
2012-01-06,10.88
2012-01-09,11.05
2012-01-10,11.53
2012-01-11,11.809
2012-01-12,12.0
2012-01-13,11.956
2012-01-17,12.34
2012-01-18,12.5
2012-01-19,12.869
2012-01-20,12.639
2012-01-23,13.03
2012-01-24,13.25
2012-01-25,13.63
2012-01-26,13.8471
2012-01-27,13.6
2012-01-30,13.33
2012-01-31,13.08
2012-02-01,13.37
2012-02-02,12.811
2012-02-03,13.5001
2012-02-06,13.342
2012-02-07,13.414
2012-02-08,13.514
2012-02-09,13.83
2012-02-10,13.144
2012-02-13,12.9
2012-02-14,12.76
2012-02-15,12.6
2012-02-16,12.58
2012-02-17,12.13
2012-02-21,12.963
2012-02-22,13.224
2012-02-23,13.118
2012-02-24,13.4
2012-02-27,13.38
2012-02-28,13.772
2012-02-29,13.41
2012-03-01,13.737
2012-03-02,13.66
2012-03-05,13.27
2012-03-06,12.4192
2012-03-07,12.4999
2012-03-08,12.65
2012-03-09,13.0
2012-03-12,12.9501
2012-03-13,13.26
2012-03-14,12.837
2012-03-15,13.13
2012-03-16,13.261
2012-03-19,13.1801
2012-03-20,12.8
2012-03-21,12.6
2012-03-22,12.21
2012-03-23,12.3392
2012-03-26,12.57
2012-03-27,12.55
2012-03-28,12.27
2012-03-29,12.0808
2012-03-30,12.1156
2012-04-02,12.338
2012-04-03,12.14
2012-04-04,11.86837
2012-04-05,11.88
2012-04-09,11.6
2012-04-10,11.45
2012-04-11,11.58
2012-04-12,12.0392
2012-04-13,11.4017
2012-04-16,11.49
2012-04-17,11.61
2012-04-18,11.39
2012-04-19,11.59
2012-04-20,11.76
2012-04-23,11.41
2012-04-24,11.58
2012-04-25,11.658
2012-04-26,11.924
2012-04-27,12.1699
2012-04-30,12.3
2012-05-01,12.166
2012-05-02,11.9225
2012-05-03,11.59
2012-05-04,11.5611
2012-05-07,11.47
2012-05-08,11.26
2012-05-09,11.13
2012-05-10,11.2773
2012-05-11,11.1
2012-05-14,10.65
2012-05-15,10.524
2012-05-16,10.48
2012-05-17,10.49
2012-05-18,10.54
2012-05-21,10.6101
2012-05-22,10.61
2012-05-23,10.09
2012-05-24,10.1601
2012-05-25,10.3
2012-05-29,10.42
2012-05-30,10.1871
2012-05-31,10.0
2012-06-01,10.0
2012-06-04,0.0
2012-06-05,0.0
2012-06-06,10.05
2012-06-07,10.16
2012-06-08,9.78
2012-06-11,9.9664
2012-06-12,9.72
2012-06-13,9.9
2012-06-14,9.87
2012-06-15,10.05
2012-06-18,9.85
2012-06-19,10.124
2012-06-20,9.68
2012-06-21,9.1901
2012-06-22,9.2495
2012-06-25,9.06
2012-06-26,9.06
2012-06-27,9.2382
2012-06-28,9.21
2012-06-29,10.02
2012-07-02,9.72
2012-07-03,10.41
2012-07-05,10.024
2012-07-06,9.41
2012-07-09,9.644
2012-07-10,9.387
2012-07-11,9.55
2012-07-12,9.39
2012-07-13,9.9172
2012-07-16,9.88
2012-07-17,10.01
2012-07-18,9.95
2012-07-19,10.3
2012-07-20,9.75
2012-07-23,9.446
2012-07-24,9.26
2012-07-25,9.2824
2012-07-26,9.5
2012-07-27,9.54
2012-07-30,9.69
2012-07-31,9.59
2012-08-01,9.3097
2012-08-02,9.1
2012-08-03,9.48
2012-08-06,9.4981
2012-08-07,9.572
2012-08-08,9.502
2012-08-09,9.634
2012-08-10,9.49
2012-08-13,9.278
2012-08-14,9.256
2012-08-15,9.1
2012-08-16,9.1
2012-08-17,9.21
2012-08-20,9.1
2012-08-21,9.418
2012-08-22,9.5374
2012-08-23,9.72
2012-08-24,9.84
2012-08-27,0.0
2012-08-28,9.75
2012-08-29,9.66
2012-08-30,9.5
2012-08-31,9.5
2012-09-04,9.75
2012-09-05,10.01
2012-09-06,10.128
2012-09-07,10.82
2012-09-10,11.01
2012-09-11,10.98
2012-09-12,11.08
2012-09-13,11.66
2012-09-14,12.21
2012-09-17,11.75
2012-09-18,11.9483
2012-09-19,11.8992
2012-09-20,11.86
2012-09-21,11.824
2012-09-24,11.492
2012-09-25,11.87
2012-09-26,11.43
2012-09-27,11.531
2012-09-28,11.6214
2012-10-01,11.7744
2012-10-02,11.7483
2012-10-03,11.602
2012-10-04,11.52
2012-10-05,11.6
2012-10-08,11.15
2012-10-09,11.02
2012-10-10,10.63
2012-10-11,10.744
2012-10-12,10.372
2012-10-15,10.25
2012-10-16,10.252
2012-10-17,10.3918
2012-10-18,10.512
2012-10-19,10.099
2012-10-22,9.8101
2012-10-23,9.798
2012-10-24,9.69
2012-10-25,9.64
2012-10-26,9.491
2012-10-31,9.5
2012-11-01,9.9983
2012-11-02,9.68
2012-11-05,9.48
2012-11-06,9.59
2012-11-07,9.55
2012-11-08,9.6601
2012-11-09,9.5101
2012-11-12,9.81
2012-11-13,9.8298
2012-11-14,9.75
2012-11-15,9.88
2012-11-16,9.74
2012-11-19,9.94
2012-11-20,9.813
2012-11-21,9.671
2012-11-23,10.048
2012-11-26,10.116
2012-11-27,10.23
2012-11-28,10.2099
2012-11-29,10.59
2012-11-30,10.82
2012-12-03,10.94
2012-12-04,10.8
2012-12-05,10.8
2012-12-06,10.5501
2012-12-07,10.6701
2012-12-10,11.16
2012-12-11,11.092
2012-12-12,11.13
2012-12-13,10.82
2012-12-14,10.92
2012-12-17,10.99
2012-12-18,10.76
2012-12-19,10.8027
2012-12-20,10.48
2012-12-21,10.66
2012-12-24,10.644
2012-12-26,10.77
2012-12-27,10.8557
2012-12-28,10.54
2012-12-31,10.8197
2013-01-02,11.472
2013-01-03,10.99
2013-01-04,10.76
2013-01-07,10.5699
2013-01-08,10.6
2013-01-09,10.63
2013-01-10,10.83
2013-01-11,10.65
2013-01-14,10.38
2013-01-15,10.3799
2013-01-16,10.152
2013-01-17,10.28
2013-01-18,10.5399
2013-01-22,10.73
2013-01-23,10.7699
2013-01-24,10.644
2013-01-25,10.48
2013-01-28,10.49
2013-01-29,10.676
2013-01-30,11.21
2013-01-31,11.092
2013-02-01,11.29
2013-02-04,11.2
2013-02-05,11.25
2013-02-06,11.08
2013-02-07,11.1
2013-02-08,11.4
2013-02-11,11.17
2013-02-12,11.34
2013-02-13,11.31
2013-02-14,11.3316
2013-02-15,11.34
2013-02-19,10.89
2013-02-20,10.62
2013-02-21,10.48
2013-02-22,10.1609
2013-02-25,10.19
2013-02-26,10.37
2013-02-27,10.22
2013-02-28,10.0632
2013-03-01,9.72
2013-03-04,9.78
2013-03-05,9.8
2013-03-06,9.66
2013-03-07,9.681
2013-03-08,9.55
2013-03-11,9.51
2013-03-12,9.8
2013-03-13,9.75
2013-03-14,9.6701
2013-03-15,9.548
2013-03-18,9.21
2013-03-19,9.15
2013-03-20,9.31
2013-03-21,9.231
2013-03-22,9.4475
2013-03-25,9.31
2013-03-26,9.1649
2013-03-27,9.11
2013-03-28,9.098
2013-04-01,9.16
2013-04-02,8.89
2013-04-03,8.89
2013-04-04,9.09
2013-04-05,9.01
2013-04-08,9.07
2013-04-09,9.3291
2013-04-10,9.02
2013-04-11,8.9
2013-04-12,8.8
2013-04-15,8.47
2013-04-16,8.84
2013-04-17,8.38
2013-04-18,8.4694
2013-04-19,8.382
2013-04-22,8.54
2013-04-23,8.4
2013-04-24,8.67
2013-04-25,8.7901
2013-04-26,8.4601
2013-04-29,8.77
2013-04-30,8.4
2013-05-01,7.98
2013-05-02,7.93
2013-05-03,8.69
2013-05-06,8.6701
2013-05-07,8.62
2013-05-08,8.9272
2013-05-09,8.67
2013-05-10,8.661
2013-05-13,8.6
2013-05-14,8.401
2013-05-15,8.208
2013-05-16,8.3
2013-05-17,8.446
2013-05-20,8.62
2013-05-21,8.53
2013-05-22,8.73
2013-05-23,8.51
2013-05-24,8.41
2013-05-28,8.55
2013-05-29,8.61
2013-05-30,8.83
2013-05-31,8.73
2013-06-03,8.89
2013-06-04,9.127
2013-06-05,9.12
2013-06-06,9.09
2013-06-07,8.80686
2013-06-10,8.65
2013-06-11,8.4
2013-06-12,8.4199
2013-06-13,8.35
2013-06-14,8.3
2013-06-17,8.26
2013-06-18,8.15
2013-06-19,8.14
2013-06-20,7.66
2013-06-21,7.869
2013-06-24,7.65
2013-06-25,7.86
2013-06-26,7.6601
2013-06-27,7.66
2013-06-28,7.77
2013-07-01,8.0
2013-07-02,8.03
2013-07-03,7.98
2013-07-05,7.69
2013-07-08,7.9
2013-07-09,7.79
2013-07-10,7.86
2013-07-11,8.096
2013-07-12,8.1
2013-07-15,7.96
2013-07-16,8.05
2013-07-17,7.85
2013-07-18,7.81
2013-07-19,7.91
2013-07-22,8.13
2013-07-23,8.22
2013-07-24,8.16
2013-07-25,8.06
2013-07-26,7.79
2013-07-29,7.75
2013-07-30,7.54
2013-07-31,7.842
2013-08-01,7.83
2013-08-02,7.88
2013-08-05,7.92
2013-08-06,7.77
2013-08-07,7.81
2013-08-08,8.2099
2013-08-09,8.52
2013-08-12,8.5592
2013-08-13,8.56
2013-08-14,8.74
2013-08-15,8.731
2013-08-16,9.08
2013-08-19,8.97
2013-08-20,8.794
2013-08-21,9.2
2013-08-22,8.6645
2013-08-23,8.75437
2013-08-26,8.7544
2013-08-27,8.7
2013-08-28,8.5
2013-08-29,8.3
2013-08-30,8.1499
2013-09-03,8.2125
2013-09-04,8.12
2013-09-05,7.9204
2013-09-06,8.07
2013-09-09,8.03
2013-09-10,7.94
2013-09-11,7.99
2013-09-12,7.9
2013-09-13,7.8
2013-09-16,7.77
2013-09-17,7.939
2013-09-18,7.97
2013-09-19,8.209
2013-09-20,7.92
2013-09-23,8.04
2013-09-24,7.96
2013-09-25,8.0
2013-09-26,8.08
2013-09-27,8.226
2013-09-30,8.3
2013-10-01,8.0
2013-10-02,8.1
2013-10-03,7.97
2013-10-04,8.2
2013-10-07,8.34
2013-10-08,8.291
2013-10-09,8.05
2013-10-10,8.1263
2013-10-11,8.24
2013-10-14,8.33
2013-10-15,8.181
2013-10-16,8.25
2013-10-17,8.23
2013-10-18,8.18
2013-10-21,8.254
2013-10-22,8.44
2013-10-23,8.1
2013-10-24,8.1989
2013-10-25,8.38
2013-10-28,8.32
2013-10-29,8.35
2013-10-30,8.4499
2013-10-31,8.3
2013-11-01,8.09
2013-11-04,7.9
2013-11-05,7.989960000000001
2013-11-06,7.82
2013-11-07,7.8904
2013-11-08,7.8
2013-11-11,7.87
2013-11-12,7.87
2013-11-13,7.7
2013-11-14,8.06
2013-11-15,8.1
2013-11-18,7.6229
2013-11-19,7.96
2013-11-20,7.6524
2013-11-21,8.001
2013-11-22,8.09
2013-11-25,7.81
2013-11-26,7.79
2013-11-27,7.99
2013-11-29,7.7
2013-12-02,7.701
2013-12-03,7.9499
2013-12-04,7.8
2013-12-05,7.6151
2013-12-06,7.701
2013-12-09,7.88
2013-12-10,8.03
2013-12-11,7.97
2013-12-12,7.82
2013-12-13,7.9956
2013-12-16,7.885
2013-12-17,8.0
2013-12-18,7.967
2013-12-19,7.82
2013-12-20,7.99
2013-12-23,8.02
2013-12-24,8.1152
2013-12-26,8.288
2013-12-27,8.0
2013-12-30,8.491
2013-12-31,8.4
2014-01-02,8.45
2014-01-03,8.2999
2014-01-06,8.2804
2014-01-07,8.26
2014-01-08,8.3
2014-01-09,7.9001
2014-01-10,7.98
2014-01-13,8.1794
2014-01-14,8.07761
2014-01-15,8.2428
2014-01-16,8.2092
2014-01-17,8.118
2014-01-21,8.1901
2014-01-22,7.9
2014-01-23,7.88
2014-01-24,8.3
2014-01-27,8.24
2014-01-28,8.19
2014-01-29,8.19
2014-01-30,7.6414
2014-01-31,7.88
2014-02-03,7.76
2014-02-04,7.76
2014-02-05,7.709
2014-02-06,8.05
2014-02-07,8.43
2014-02-10,8.3
2014-02-11,8.32
2014-02-12,8.343
2014-02-13,8.301
2014-02-14,8.301
2014-02-18,8.74
2014-02-19,9.05
2014-02-20,9.25
2014-02-21,7.884
2014-02-24,8.8
2014-02-25,7.8319
2014-02-26,8.8
2014-02-27,8.3999
2014-02-28,8.4
2014-03-03,7.6621
2014-03-04,8.25
2014-03-05,8.19
2014-03-06,8.3
2014-03-07,8.3899
2014-03-10,7.991
2014-03-11,7.99
2014-03-12,7.9
2014-03-13,7.7304
2014-03-14,7.8399
2014-03-17,7.0553
2014-03-18,7.84
2014-03-19,7.67
2014-03-20,7.8196
2014-03-21,7.0202
2014-03-24,7.76
2014-03-25,7.2842
2014-03-26,7.25
2014-03-27,7.53
2014-03-28,7.27
2014-03-31,7.4
2014-04-01,7.38
2014-04-02,7.6
2014-04-03,7.73
2014-04-04,7.505
2014-04-07,7.78
2014-04-08,7.69
2014-04-09,7.7
2014-04-10,7.71
2014-04-11,7.66
2014-04-14,7.81
2014-04-15,7.66
2014-04-16,7.7614
2014-04-17,7.73
2014-04-21,0.0
2014-04-22,7.882
2014-04-23,7.7
2014-04-24,7.88
2014-04-25,7.78
2014-04-28,7.73
2014-04-29,7.62
2014-04-30,7.5186
2014-05-01,7.4001
2014-05-02,7.56
2014-05-05,7.52
2014-05-06,7.56
2014-05-07,7.4143
2014-05-08,7.41
2014-05-09,7.411
2014-05-12,7.61
2014-05-13,7.6578
2014-05-14,7.91
2014-05-15,7.7
2014-05-16,7.55
2014-05-19,7.82
2014-05-20,7.75
2014-05-21,7.6
2014-05-22,7.765
2014-05-23,7.8737
2014-05-27,7.82
2014-05-28,7.9237
2014-05-29,7.89
2014-05-30,7.7861
2014-06-02,7.841
2014-06-03,7.9
2014-06-04,7.72
2014-06-05,7.75
2014-06-06,7.877
2014-06-09,8.12
2014-06-10,8.049
2014-06-11,7.84
2014-06-12,7.65
2014-06-13,7.65
2014-06-16,7.8
2014-06-17,7.81
2014-06-18,7.8901
2014-06-19,8.0474
2014-06-20,8.2
2014-06-23,8.2
2014-06-24,8.26
2014-06-25,8.24
2014-06-26,8.29
2014-06-27,8.34
2014-06-30,8.39
2014-07-01,8.3271
2014-07-02,8.63
2014-07-03,8.79
2014-07-07,8.62
2014-07-08,8.827
2014-07-09,8.77
2014-07-10,8.7681
2014-07-11,8.95
2014-07-14,8.8101
2014-07-15,8.8601
2014-07-16,8.82
2014-07-17,9.01
2014-07-18,8.81
2014-07-21,9.07
2014-07-22,9.26
2014-07-23,9.13
2014-07-24,9.3715
2014-07-25,9.35
2014-07-28,9.35
2014-07-29,9.1
2014-07-30,9.389
2014-07-31,9.12
2014-08-01,9.05
2014-08-04,9.43
2014-08-05,9.16
2014-08-06,9.12
2014-08-07,9.1
2014-08-08,8.85
2014-08-11,8.97
2014-08-12,9.0942
2014-08-13,8.7801
2014-08-14,8.61
2014-08-15,8.6964
2014-08-18,8.849
2014-08-19,8.891
2014-08-20,9.2334
2014-08-21,9.1701
2014-08-22,9.323
2014-08-25,9.39
2014-08-26,9.31
2014-08-27,9.33
2014-08-28,9.203
2014-08-29,9.265
2014-09-02,9.331
2014-09-03,9.15
2014-09-04,9.462
2014-09-05,9.34
2014-09-08,9.391
2014-09-09,8.9476
2014-09-10,8.966
2014-09-11,8.74
2014-09-12,8.7538
2014-09-15,8.56
2014-09-16,8.78
2014-09-17,8.63
2014-09-18,8.63
2014-09-19,8.53
2014-09-22,8.37
2014-09-23,8.4247
2014-09-24,8.5333
2014-09-25,8.3794
2014-09-26,8.3828
2014-09-29,8.37
2014-09-30,8.4331
2014-10-01,8.25
2014-10-02,8.07
2014-10-03,8.2009
2014-10-06,8.34
2014-10-07,8.4756
2014-10-08,8.4157
2014-10-09,8.43
2014-10-10,8.43
2014-10-13,8.49
2014-10-14,8.6399
2014-10-15,8.16
2014-10-16,8.01
2014-10-17,8.2595
2014-10-20,8.07
2014-10-21,8.25
2014-10-22,8.32
2014-10-23,8.4024
2014-10-24,8.465
2014-10-27,8.38
2014-10-28,8.488
2014-10-29,8.65
2014-10-30,8.6606
2014-10-31,8.68
2014-11-03,8.765
2014-11-04,8.5906
2014-11-05,8.48
2014-11-06,8.55
2014-11-07,8.66
2014-11-10,8.4356
2014-11-11,8.471
2014-11-12,8.53
2014-11-13,8.32
2014-11-14,8.445
2014-11-17,8.45
